Index;Class;Formula;Exp m/z;Total Abund;#C;#H;#N;#O;#S;H/C;N/C;O/C;S/C
4026;NO2;C47H73NO2;683,564129;726058;47;73;1;2;0;1,5532;0,0213;0,0426;0
4027;NO2;C48H75NO2;697,579541;1548217;48;75;1;2;0;1,5625;0,0208;0,0417;0
4028;NO2;C49H77NO2;711,594776;2109835;49;77;1;2;0;1,5714;0,0204;0,0408;0
4029;NO2;C50H79NO2;725,610676;1898318;50;79;1;2;0;1,58;0,02;0,04;0
4030;NO2;C51H81NO2;739,626014;1234615;51;81;1;2;0;1,5882;0,0196;0,0392;0
4031;NO2;C52H83NO2;753,642125;1236912;52;83;1;2;0;1,5962;0,0192;0,0385;0
4032;NO2;C53H85NO2;767,657277;1774175;53;85;1;2;0;1,6038;0,0189;0,0377;0
4033;NO2;C54H87NO2;781,67293;1535718;54;87;1;2;0;1,6111;0,0185;0,037;0
4034;NO2;C55H89NO2;795,688928;798317;55;89;1;2;0;1,6182;0,0182;0,0364;0
4035;NO2;C56H91NO2;809,704521;1171992;56;91;1;2;0;1,625;0,0179;0,0357;0
4036;NO2;C61H101NO2;879,782736;665930;61;101;1;2;0;1,6557;0,0164;0,0328;0
4037;NO2;C62H103NO2;893,798223;824065;62;103;1;2;0;1,6613;0,0161;0,0323;0
4038;NO2;C27H31NO2;401,234795;645683;27;31;1;2;0;1,1481;0,037;0,0741;0
4039;NO2;C28H33NO2;415,25057;638995;28;33;1;2;0;1,1786;0,0357;0,0714;0
4040;NO2;C29H35NO2;429,266205;562358;29;35;1;2;0;1,2069;0,0345;0,069;0
4041;NO2;C30H37NO2;443,281807;1013092;30;37;1;2;0;1,2333;0,0333;0,0667;0
4042;NO2;C31H39NO2;457,29756;1120888;31;39;1;2;0;1,2581;0,0323;0,0645;0
4043;NO2;C32H41NO2;471,31294;1074510;32;41;1;2;0;1,2812;0,0312;0,0625;0
4044;NO2;C33H43NO2;485,328757;1099091;33;43;1;2;0;1,303;0,0303;0,0606;0
4045;NO2;C34H45NO2;499,344357;1395410;34;45;1;2;0;1,3235;0,0294;0,0588;0
4046;NO2;C35H47NO2;513,360118;1531192;35;47;1;2;0;1,3429;0,0286;0,0571;0
4047;NO2;C36H49NO2;527,375859;1570681;36;49;1;2;0;1,3611;0,0278;0,0556;0
4048;NO2;C37H51NO2;541,391845;967098;37;51;1;2;0;1,3784;0,027;0,0541;0
4049;NO2;C38H53NO2;555,406962;2336416;38;53;1;2;0;1,3947;0,0263;0,0526;0
4050;NO2;C39H55NO2;569,422926;2881061;39;55;1;2;0;1,4103;0,0256;0,0513;0
4051;NO2;C40H57NO2;583,438235;1882236;40;57;1;2;0;1,425;0,025;0,05;0
4052;NO2;C41H59NO2;597,453848;2075007;41;59;1;2;0;1,439;0,0244;0,0488;0
4053;NO2;C42H61NO2;611,469331;3366626,59;42;61;1;2;0;1,4524;0,0238;0,0476;0
4054;NO2;C43H63NO2;625,485136;2033587;43;63;1;2;0;1,4651;0,0233;0,0465;0
4055;NO2;C44H65NO2;639,501082;3014540;44;65;1;2;0;1,4773;0,0227;0,0455;0
4056;NO2;C45H67NO2;653,516434;4579131;45;67;1;2;0;1,4889;0,0222;0,0444;0
4057;NO2;C46H69NO2;667,532136;3345511;46;69;1;2;0;1,5;0,0217;0,0435;0
4058;NO2;C47H71NO2;681,547862;1167972;47;71;1;2;0;1,5106;0,0213;0,0426;0
4059;NO2;C48H73NO2;695,563821;3339451,81;48;73;1;2;0;1,5208;0,0208;0,0417;0
4060;NO2;C49H75NO2;709,579598;2062714;49;75;1;2;0;1,5306;0,0204;0,0408;0
4061;NO2;C50H77NO2;723,59503;2652265;50;77;1;2;0;1,54;0,02;0,04;0
4062;NO2;C51H79NO2;737,610649;1795335;51;79;1;2;0;1,549;0,0196;0,0392;0
4063;NO2;C52H81NO2;751,626493;1759027;52;81;1;2;0;1,5577;0,0192;0,0385;0
4064;NO2;C53H83NO2;765,641698;1868559;53;83;1;2;0;1,566;0,0189;0,0377;0
4065;NO2;C54H85NO2;779,657639;1519039;54;85;1;2;0;1,5741;0,0185;0,037;0
4066;NO2;C55H87NO2;793,672648;2144280,05;55;87;1;2;0;1,5818;0,0182;0,0364;0
4067;NO2;C56H89NO2;807,689484;829872;56;89;1;2;0;1,5893;0,0179;0,0357;0
4068;NO2;C57H91NO2;821,704549;1389372;57;91;1;2;0;1,5965;0,0175;0,0351;0
4069;NO2;C58H93NO2;835,720258;1281712;58;93;1;2;0;1,6034;0,0172;0,0345;0
4070;NO2;C60H97NO2;863,750986;1503588;60;97;1;2;0;1,6167;0,0167;0,0333;0
4071;NO2;C61H99NO2;877,76716;830695;61;99;1;2;0;1,623;0,0164;0,0328;0
4072;NO2;C26H27NO2;385,203376;652243;26;27;1;2;0;1,0385;0,0385;0,0769;0
4073;NO2;C27H29NO2;399,219118;760256;27;29;1;2;0;1,0741;0,037;0,0741;0
4074;NO2;C29H33NO2;427,250766;533314;29;33;1;2;0;1,1379;0,0345;0,069;0
4075;NO2;C30H35NO2;441,26638;842075;30;35;1;2;0;1,1667;0,0333;0,0667;0
4076;NO2;C31H37NO2;455,281953;517976;31;37;1;2;0;1,1935;0,0323;0,0645;0
4077;NO2;C32H39NO2;469,297656;1210967;32;39;1;2;0;1,2188;0,0312;0,0625;0
4078;NO2;C33H41NO2;483,313297;1218146;33;41;1;2;0;1,2424;0,0303;0,0606;0
4079;NO2;C34H43NO2;497,329029;1178534;34;43;1;2;0;1,2647;0,0294;0,0588;0
4080;NO2;C35H45NO2;511,344724;1431919;35;45;1;2;0;1,2857;0,0286;0,0571;0
4081;NO2;C36H47NO2;525,360203;2149369;36;47;1;2;0;1,3056;0,0278;0,0556;0
4082;NO2;C37H49NO2;539,376065;1609907;37;49;1;2;0;1,3243;0,027;0,0541;0
4083;NO2;C38H51NO2;553,391534;1607429;38;51;1;2;0;1,3421;0,0263;0,0526;0
4084;NO2;C39H53NO2;567,407224;2270550;39;53;1;2;0;1,359;0,0256;0,0513;0
4085;NO2;C40H55NO2;581,422688;2055179;40;55;1;2;0;1,375;0,025;0,05;0
4086;NO2;C41H57NO2;595,438232;2502030;41;57;1;2;0;1,3902;0,0244;0,0488;0
4087;NO2;C42H59NO2;609,453875;3781639;42;59;1;2;0;1,4048;0,0238;0,0476;0
4088;NO2;C43H61NO2;623,46932;1914644;43;61;1;2;0;1,4186;0,0233;0,0465;0
4089;NO2;C44H63NO2;637,485192;3924500;44;63;1;2;0;1,4318;0,0227;0,0455;0
4090;NO2;C45H65NO2;651,500929;4520613;45;65;1;2;0;1,4444;0,0222;0,0444;0
4091;NO2;C46H67NO2;665,516826;4018377;46;67;1;2;0;1,4565;0,0217;0,0435;0
4092;NO2;C47H69NO2;679,532184;3215580;47;69;1;2;0;1,4681;0,0213;0,0426;0
4093;NO2;C48H71NO2;693,548;4358464;48;71;1;2;0;1,4792;0,0208;0,0417;0
4094;NO2;C49H73NO2;707,563641;3097187;49;73;1;2;0;1,4898;0,0204;0,0408;0
4095;NO2;C50H75NO2;721,579618;3758704;50;75;1;2;0;1,5;0,02;0,04;0
4096;NO2;C51H77NO2;735,595201;2381135;51;77;1;2;0;1,5098;0,0196;0,0392;0
4097;NO2;C52H79NO2;749,611055;2041263;52;79;1;2;0;1,5192;0,0192;0,0385;0
4098;NO2;C53H81NO2;763,626323;2576057;53;81;1;2;0;1,5283;0,0189;0,0377;0
4099;NO2;C54H83NO2;777,641742;1997970;54;83;1;2;0;1,537;0,0185;0,037;0
4100;NO2;C55H85NO2;791,65738;1484895;55;85;1;2;0;1,5455;0,0182;0,0364;0
4101;NO2;C56H87NO2;805,673141;1541701;56;87;1;2;0;1,5536;0,0179;0,0357;0
4102;NO2;C57H89NO2;819,68909;1696361;57;89;1;2;0;1,5614;0,0175;0,0351;0
4103;NO2;C58H91NO2;833,704876;1232880;58;91;1;2;0;1,569;0,0172;0,0345;0
4104;NO2;C59H93NO2;847,720106;1149440;59;93;1;2;0;1,5763;0,0169;0,0339;0
4105;NO2;C60H95NO2;861,735803;1315260;60;95;1;2;0;1,5833;0,0167;0,0333;0
4106;NO2;C61H97NO2;875,751515;888645;61;97;1;2;0;1,5902;0,0164;0,0328;0
4107;NO2;C62H99NO2;889,766784;1188539;62;99;1;2;0;1,5968;0,0161;0,0323;0
4108;NO2;C28H29NO2;411,219224;740605;28;29;1;2;0;1,0357;0,0357;0,0714;0
4109;NO2;C29H31NO2;425,235012;497917;29;31;1;2;0;1,069;0,0345;0,069;0
4110;NO2;C30H33NO2;439,250509;734412;30;33;1;2;0;1,1;0,0333;0,0667;0
4111;NO2;C31H35NO2;453,265939;887086;31;35;1;2;0;1,129;0,0323;0,0645;0
4112;NO2;C32H37NO2;467,281765;1411584;32;37;1;2;0;1,1562;0,0312;0,0625;0
4113;NO2;C33H39NO2;481,297418;1783757;33;39;1;2;0;1,1818;0,0303;0,0606;0
4114;NO2;C34H41NO2;495,313154;1776722;34;41;1;2;0;1,2059;0,0294;0,0588;0
4115;NO2;C35H43NO2;509,328903;1164314;35;43;1;2;0;1,2286;0,0286;0,0571;0
4116;NO2;C36H45NO2;523,344574;1889135;36;45;1;2;0;1,25;0,0278;0,0556;0
4117;NO2;C37H47NO2;537,360134;1798630;37;47;1;2;0;1,2703;0,027;0,0541;0
4118;NO2;C38H49NO2;551,376004;1370213;38;49;1;2;0;1,2895;0,0263;0,0526;0
4119;NO2;C39H51NO2;565,391471;3076692;39;51;1;2;0;1,3077;0,0256;0,0513;0
4120;NO2;C40H53NO2;579,406909;2412570;40;53;1;2;0;1,325;0,025;0,05;0
4121;NO2;C41H55NO2;593,422795;3622194;41;55;1;2;0;1,3415;0,0244;0,0488;0
4122;NO2;C42H57NO2;607,43803;4319241;42;57;1;2;0;1,3571;0,0238;0,0476;0
4123;NO2;C43H59NO2;621,453865;2514041;43;59;1;2;0;1,3721;0,0233;0,0465;0
4124;NO2;C44H61NO2;635,469734;3581347;44;61;1;2;0;1,3864;0,0227;0,0455;0
4125;NO2;C45H63NO2;649,485634;4807442;45;63;1;2;0;1,4;0,0222;0,0444;0
4126;NO2;C46H65NO2;663,500912;3448129;46;65;1;2;0;1,413;0,0217;0,0435;0
4127;NO2;C47H67NO2;677,51649;3059795;47;67;1;2;0;1,4255;0,0213;0,0426;0
4128;NO2;C48H69NO2;691,532281;4084944;48;69;1;2;0;1,4375;0,0208;0,0417;0
4129;NO2;C49H71NO2;705,54797;3519303;49;71;1;2;0;1,449;0,0204;0,0408;0
4130;NO2;C50H73NO2;719,563497;3339914;50;73;1;2;0;1,46;0,02;0,04;0
4131;NO2;C51H75NO2;733,5797;2656400;51;75;1;2;0;1,4706;0,0196;0,0392;0
4132;NO2;C52H77NO2;747,595493;1972772;52;77;1;2;0;1,4808;0,0192;0,0385;0
4133;NO2;C53H79NO2;761,610806;2436701;53;79;1;2;0;1,4906;0,0189;0,0377;0
4134;NO2;C54H81NO2;775,625824;2336863;54;81;1;2;0;1,5;0,0185;0,037;0
4135;NO2;C55H83NO2;789,641851;1898064;55;83;1;2;0;1,5091;0,0182;0,0364;0
4136;NO2;C56H85NO2;803,657874;1399637;56;85;1;2;0;1,5179;0,0179;0,0357;0
4137;NO2;C57H87NO2;817,673555;1743251;57;87;1;2;0;1,5263;0,0175;0,0351;0
4138;NO2;C58H89NO2;831,689002;1667887;58;89;1;2;0;1,5345;0,0172;0,0345;0
4139;NO2;C59H91NO2;845,704649;1399886;59;91;1;2;0;1,5424;0,0169;0,0339;0
4140;NO2;C60H93NO2;859,720494;809107;60;93;1;2;0;1,55;0,0167;0,0333;0
4141;NO2;C61H95NO2;873,735841;1234593;61;95;1;2;0;1,5574;0,0164;0,0328;0
4142;NO2;C62H97NO2;887,751077;977944;62;97;1;2;0;1,5645;0,0161;0,0323;0
4143;NO2;C63H99NO2;901,767434;1387320,16;63;99;1;2;0;1,5714;0,0159;0,0317;0
4144;NO2;C64H101NO2;915,782618;663620;64;101;1;2;0;1,5781;0,0156;0,0312;0
4145;NO2;C67H107NO2;957,829685;750991;67;107;1;2;0;1,597;0,0149;0,0299;0
4146;NO2;C68H109NO2;971,84492;1492816,96;68;109;1;2;0;1,6029;0,0147;0,0294;0
4147;NO2;C69H111NO2;985,861451;637241;69;111;1;2;0;1,6087;0,0145;0,029;0
4148;NO2;C28H27NO2;409,20357;612732;28;27;1;2;0;0,9643;0,0357;0,0714;0
4149;NO2;C30H31NO2;437,235063;642008;30;31;1;2;0;1,0333;0,0333;0,0667;0
4150;NO2;C31H33NO2;451,250369;817499;31;33;1;2;0;1,0645;0,0323;0,0645;0
4151;NO2;C32H35NO2;465,266212;1446252;32;35;1;2;0;1,0938;0,0312;0,0625;0
4152;NO2;C33H37NO2;479,281945;1164535;33;37;1;2;0;1,1212;0,0303;0,0606;0
4153;NO2;C34H39NO2;493,297675;1557048;34;39;1;2;0;1,1471;0,0294;0,0588;0
4154;NO2;C35H41NO2;507,313122;1228730;35;41;1;2;0;1,1714;0,0286;0,0571;0
4155;NO2;C36H43NO2;521,328843;1751003;36;43;1;2;0;1,1944;0,0278;0,0556;0
4156;NO2;C37H45NO2;535,34476;1501073;37;45;1;2;0;1,2162;0,027;0,0541;0
4157;NO2;C38H47NO2;549,360202;1889088;38;47;1;2;0;1,2368;0,0263;0,0526;0
4158;NO2;C39H49NO2;563,375669;3087184;39;49;1;2;0;1,2564;0,0256;0,0513;0
4159;NO2;C40H51NO2;577,391469;1840807;40;51;1;2;0;1,275;0,025;0,05;0
4160;NO2;C41H53NO2;591,406939;2550446;41;53;1;2;0;1,2927;0,0244;0,0488;0
4161;NO2;C42H55NO2;605,422267;4692241;42;55;1;2;0;1,3095;0,0238;0,0476;0
4162;NO2;C43H57NO2;619,437957;3580368;43;57;1;2;0;1,3256;0,0233;0,0465;0
4163;NO2;C44H59NO2;633,454186;3815508,32;44;59;1;2;0;1,3409;0,0227;0,0455;0
4164;NO2;C45H61NO2;647,469516;5361793;45;61;1;2;0;1,3556;0,0222;0,0444;0
4165;NO2;C46H63NO2;661,485355;5432971;46;63;1;2;0;1,3696;0,0217;0,0435;0
4166;NO2;C47H65NO2;675,501024;3500725;47;65;1;2;0;1,383;0,0213;0,0426;0
4167;NO2;C48H67NO2;689,516608;4165211;48;67;1;2;0;1,3958;0,0208;0,0417;0
4168;NO2;C49H69NO2;703,532612;5060318;49;69;1;2;0;1,4082;0,0204;0,0408;0
4169;NO2;C50H71NO2;717,548368;2678672;50;71;1;2;0;1,42;0,02;0,04;0
4170;NO2;C51H73NO2;731,563772;2934217;51;73;1;2;0;1,4314;0,0196;0,0392;0
4171;NO2;C52H75NO2;745,579772;2605202;52;75;1;2;0;1,4423;0,0192;0,0385;0
4172;NO2;C53H77NO2;759,594978;3069434;53;77;1;2;0;1,4528;0,0189;0,0377;0
4173;NO2;C54H79NO2;773,610574;2203175;54;79;1;2;0;1,463;0,0185;0,037;0
4174;NO2;C55H81NO2;787,625991;2154301;55;81;1;2;0;1,4727;0,0182;0,0364;0
4175;NO2;C56H83NO2;801,64176;2105186;56;83;1;2;0;1,4821;0,0179;0,0357;0
4176;NO2;C57H85NO2;815,657839;3187826,51;57;85;1;2;0;1,4912;0,0175;0,0351;0
4177;NO2;C58H87NO2;829,673241;1806443;58;87;1;2;0;1,5;0,0172;0,0345;0
4178;NO2;C59H89NO2;843,688957;1425817;59;89;1;2;0;1,5085;0,0169;0,0339;0
4179;NO2;C60H91NO2;857,704204;1195114;60;91;1;2;0;1,5167;0,0167;0,0333;0
4180;NO2;C61H93NO2;871,719989;1241854;61;93;1;2;0;1,5246;0,0164;0,0328;0
4181;NO2;C62H95NO2;885,735619;1283702;62;95;1;2;0;1,5323;0,0161;0,0323;0
4182;NO2;C63H97NO2;899,75141;1085427;63;97;1;2;0;1,5397;0,0159;0,0317;0
4183;NO2;C64H99NO2;913,76738;792342;64;99;1;2;0;1,5469;0,0156;0,0312;0
4184;NO2;C65H101NO2;927,782406;776576;65;101;1;2;0;1,5538;0,0154;0,0308;0
4185;NO2;C67H105NO2;955,813903;693676;67;105;1;2;0;1,5672;0,0149;0,0299;0
4186;NO2;C27H23NO2;393,172193;466863;27;23;1;2;0;0,8519;0,037;0,0741;0
4187;NO2;C28H25NO2;407,188106;537370;28;25;1;2;0;0,8929;0,0357;0,0714;0
4188;NO2;C30H29NO2;435,219185;689232;30;29;1;2;0;0,9667;0,0333;0,0667;0
4189;NO2;C31H31NO2;449,234911;623775;31;31;1;2;0;1;0,0323;0,0645;0
4190;NO2;C32H33NO2;463,250623;1072155;32;33;1;2;0;1,0312;0,0312;0,0625;0
4191;NO2;C33H35NO2;477,266421;913695;33;35;1;2;0;1,0606;0,0303;0,0606;0
4192;NO2;C34H37NO2;491,282061;1348375;34;37;1;2;0;1,0882;0,0294;0,0588;0
4193;NO2;C35H39NO2;505,297439;1404240;35;39;1;2;0;1,1143;0,0286;0,0571;0
4194;NO2;C36H41NO2;519,313243;1432573;36;41;1;2;0;1,1389;0,0278;0,0556;0
4195;NO2;C37H43NO2;533,328929;1610675;37;43;1;2;0;1,1622;0,027;0,0541;0
4196;NO2;C38H45NO2;547,344376;2181012;38;45;1;2;0;1,1842;0,0263;0,0526;0
4197;NO2;C39H47NO2;561,360164;2425671;39;47;1;2;0;1,2051;0,0256;0,0513;0
4198;NO2;C40H49NO2;575,375924;2880864;40;49;1;2;0;1,225;0,025;0,05;0
4199;NO2;C41H51NO2;589,391031;2080703;41;51;1;2;0;1,2439;0,0244;0,0488;0
4200;NO2;C42H53NO2;603,406737;4300319;42;53;1;2;0;1,2619;0,0238;0,0476;0
4201;NO2;C43H55NO2;617,42249;3206700;43;55;1;2;0;1,2791;0,0233;0,0465;0
4202;NO2;C44H57NO2;631,438414;3073754,05;44;57;1;2;0;1,2955;0,0227;0,0455;0
4203;NO2;C45H59NO2;645,453782;2968490;45;59;1;2;0;1,3111;0,0222;0,0444;0
4204;NO2;C46H61NO2;659,469699;3419811;46;61;1;2;0;1,3261;0,0217;0,0435;0
4205;NO2;C47H63NO2;673,485486;3531292;47;63;1;2;0;1,3404;0,0213;0,0426;0
4206;NO2;C48H65NO2;687,500868;3931615;48;65;1;2;0;1,3542;0,0208;0,0417;0
4207;NO2;C49H67NO2;701,516747;4387478;49;67;1;2;0;1,3673;0,0204;0,0408;0
4208;NO2;C50H69NO2;715,532219;3315856;50;69;1;2;0;1,38;0,02;0,04;0
4209;NO2;C51H71NO2;729,548198;3779312,46;51;71;1;2;0;1,3922;0,0196;0,0392;0
4210;NO2;C52H73NO2;743,563819;2720760;52;73;1;2;0;1,4038;0,0192;0,0385;0
4211;NO2;C53H75NO2;757,579587;3524769,25;53;75;1;2;0;1,4151;0,0189;0,0377;0
4212;NO2;C54H77NO2;771,595006;2837481;54;77;1;2;0;1,4259;0,0185;0,037;0
4213;NO2;C55H79NO2;785,610754;2484005;55;79;1;2;0;1,4364;0,0182;0,0364;0
4214;NO2;C56H81NO2;799,626547;3233823,68;56;81;1;2;0;1,4464;0,0179;0,0357;0
4215;NO2;C57H83NO2;813,642459;1766365;57;83;1;2;0;1,4561;0,0175;0,0351;0
4216;NO2;C58H85NO2;827,657637;2698545,86;58;85;1;2;0;1,4655;0,0172;0,0345;0
4217;NO2;C59H87NO2;841,673121;2758951,41;59;87;1;2;0;1,4746;0,0169;0,0339;0
4218;NO2;C60H89NO2;855,688872;829503;60;89;1;2;0;1,4833;0,0167;0,0333;0
4219;NO2;C61H91NO2;869,704455;1102937;61;91;1;2;0;1,4918;0,0164;0,0328;0
4220;NO2;C62H93NO2;883,720009;1318611;62;93;1;2;0;1,5;0,0161;0,0323;0
4221;NO2;C63H95NO2;897,735924;1065038;63;95;1;2;0;1,5079;0,0159;0,0317;0
4222;NO2;C64H97NO2;911,750962;880745;64;97;1;2;0;1,5156;0,0156;0,0312;0
4223;NO2;C66H101NO2;939,783051;761736;66;101;1;2;0;1,5303;0,0152;0,0303;0
4224;NO2;C67H103NO2;953,798784;703821;67;103;1;2;0;1,5373;0,0149;0,0299;0
4225;NO2;C68H105NO2;967,813981;671277;68;105;1;2;0;1,5441;0,0147;0,0294;0
4226;NO2;C29H25NO2;419,188022;493755;29;25;1;2;0;0,8621;0,0345;0,069;0
4227;NO2;C30H27NO2;433,203724;619100;30;27;1;2;0;0,9;0,0333;0,0667;0
4228;NO2;C31H29NO2;447,219384;940859;31;29;1;2;0;0,9355;0,0323;0,0645;0
4229;NO2;C32H31NO2;461,234908;673997;32;31;1;2;0;0,9688;0,0312;0,0625;0
4230;NO2;C33H33NO2;475,250655;1059846;33;33;1;2;0;1;0,0303;0,0606;0
4231;NO2;C34H35NO2;489,266317;1098354;34;35;1;2;0;1,0294;0,0294;0,0588;0
4232;NO2;C35H37NO2;503,281708;1342428;35;37;1;2;0;1,0571;0,0286;0,0571;0
4233;NO2;C36H39NO2;517,297674;1187925;36;39;1;2;0;1,0833;0,0278;0,0556;0
4234;NO2;C37H41NO2;531,313348;1542477;37;41;1;2;0;1,1081;0,027;0,0541;0
4235;NO2;C38H43NO2;545,328996;2416889,98;38;43;1;2;0;1,1316;0,0263;0,0526;0
4236;NO2;C39H45NO2;559,344875;2756603;39;45;1;2;0;1,1538;0,0256;0,0513;0
4237;NO2;C40H47NO2;573,360149;2557714,22;40;47;1;2;0;1,175;0,025;0,05;0
4238;NO2;C41H49NO2;587,375741;2847191;41;49;1;2;0;1,1951;0,0244;0,0488;0
4239;NO2;C42H51NO2;601,391265;3807536;42;51;1;2;0;1,2143;0,0238;0,0476;0
4240;NO2;C43H53NO2;615,406846;3660945;43;53;1;2;0;1,2326;0,0233;0,0465;0
4241;NO2;C44H55NO2;629,422731;3217017;44;55;1;2;0;1,25;0,0227;0,0455;0
4242;NO2;C45H57NO2;643,438286;3304551;45;57;1;2;0;1,2667;0,0222;0,0444;0
4243;NO2;C46H59NO2;657,454004;4253435,88;46;59;1;2;0;1,2826;0,0217;0,0435;0
4244;NO2;C47H61NO2;671,469751;2262126;47;61;1;2;0;1,2979;0,0213;0,0426;0
4245;NO2;C48H63NO2;685,485209;3457286,4;48;63;1;2;0;1,3125;0,0208;0,0417;0
4246;NO2;C49H65NO2;699,501014;4503110;49;65;1;2;0;1,3265;0,0204;0,0408;0
4247;NO2;C50H67NO2;713,517079;2266506;50;67;1;2;0;1,34;0,02;0,04;0
4248;NO2;C51H69NO2;727,532625;4358859,5;51;69;1;2;0;1,3529;0,0196;0,0392;0
4249;NO2;C52H71NO2;741,548064;3275115,43;52;71;1;2;0;1,3654;0,0192;0,0385;0
4250;NO2;C53H73NO2;755,564071;2667297;53;73;1;2;0;1,3774;0,0189;0,0377;0
4251;NO2;C54H75NO2;769,579405;4033132;54;75;1;2;0;1,3889;0,0185;0,037;0
4252;NO2;C55H77NO2;783,59465;2306823;55;77;1;2;0;1,4;0,0182;0,0364;0
4253;NO2;C56H79NO2;797,610291;2360686;56;79;1;2;0;1,4107;0,0179;0,0357;0
4254;NO2;C57H81NO2;811,626368;3352300,07;57;81;1;2;0;1,4211;0,0175;0,0351;0
4255;NO2;C58H83NO2;825,64216;1712858;58;83;1;2;0;1,431;0,0172;0,0345;0
4256;NO2;C59H85NO2;839,65728;1631530;59;85;1;2;0;1,4407;0,0169;0,0339;0
4257;NO2;C60H87NO2;853,67301;1171474;60;87;1;2;0;1,45;0,0167;0,0333;0
4258;NO2;C61H89NO2;867,688916;1149108;61;89;1;2;0;1,459;0,0164;0,0328;0
4259;NO2;C62H91NO2;881,704685;1156401;62;91;1;2;0;1,4677;0,0161;0,0323;0
4260;NO2;C63H93NO2;895,720044;932521;63;93;1;2;0;1,4762;0,0159;0,0317;0
4261;NO2;C64H95NO2;909,735789;1440726,34;64;95;1;2;0;1,4844;0,0156;0,0312;0
4262;NO2;C65H97NO2;923,751256;757520;65;97;1;2;0;1,4923;0,0154;0,0308;0
4263;NO2;C66H99NO2;937,766708;695617;66;99;1;2;0;1,5;0,0152;0,0303;0
4264;NO2;C67H101NO2;951,782279;729585;67;101;1;2;0;1,5075;0,0149;0,0299;0
4265;NO2;C68H103NO2;965,798276;1268190,29;68;103;1;2;0;1,5147;0,0147;0,0294;0
4266;NO2;C69H105NO2;979,814606;690715;69;105;1;2;0;1,5217;0,0145;0,029;0
4267;NO2;C31H27NO2;445,203498;683327;31;27;1;2;0;0,871;0,0323;0,0645;0
4268;NO2;C32H29NO2;459,219142;648515;32;29;1;2;0;0,9062;0,0312;0,0625;0
4269;NO2;C33H31NO2;473,235059;888269;33;31;1;2;0;0,9394;0,0303;0,0606;0
4270;NO2;C34H33NO2;487,250752;1004807;34;33;1;2;0;0,9706;0,0294;0,0588;0
4271;NO2;C35H35NO2;501,266214;1131231;35;35;1;2;0;1;0,0286;0,0571;0
4272;NO2;C36H37NO2;515,282026;946977;36;37;1;2;0;1,0278;0,0278;0,0556;0
4273;NO2;C37H39NO2;529,2975;1449311;37;39;1;2;0;1,0541;0,027;0,0541;0
4274;NO2;C38H41NO2;543,313191;1035370;38;41;1;2;0;1,0789;0,0263;0,0526;0
4275;NO2;C39H43NO2;557,328843;2012585;39;43;1;2;0;1,1026;0,0256;0,0513;0
4276;NO2;C40H45NO2;571,344274;1736515;40;45;1;2;0;1,125;0,025;0,05;0
4277;NO2;C41H47NO2;585,360011;2614583;41;47;1;2;0;1,1463;0,0244;0,0488;0
4278;NO2;C42H49NO2;599,375722;3336504,71;42;49;1;2;0;1,1667;0,0238;0,0476;0
4279;NO2;C43H51NO2;613,391125;2190141;43;51;1;2;0;1,186;0,0233;0,0465;0
4280;NO2;C44H53NO2;627,406821;3516967;44;53;1;2;0;1,2045;0,0227;0,0455;0
4281;NO2;C45H55NO2;641,422775;2848001,59;45;55;1;2;0;1,2222;0,0222;0,0444;0
4282;NO2;C46H57NO2;655,438306;4488374;46;57;1;2;0;1,2391;0,0217;0,0435;0
4283;NO2;C47H59NO2;669,453984;3522277;47;59;1;2;0;1,2553;0,0213;0,0426;0
4284;NO2;C48H61NO2;683,469045;1242395;48;61;1;2;0;1,2708;0,0208;0,0417;0
4285;NO2;C49H63NO2;697,485547;4232685;49;63;1;2;0;1,2857;0,0204;0,0408;0
4286;NO2;C50H65NO2;711,500907;4384898;50;65;1;2;0;1,3;0,02;0,04;0
4287;NO2;C51H67NO2;725,516659;3641848;51;67;1;2;0;1,3137;0,0196;0,0392;0
4288;NO2;C52H69NO2;739,532387;3970482;52;69;1;2;0;1,3269;0,0192;0,0385;0
4289;NO2;C53H71NO2;753,548257;2616491;53;71;1;2;0;1,3396;0,0189;0,0377;0
4290;NO2;C54H73NO2;767,563396;3654876;54;73;1;2;0;1,3519;0,0185;0,037;0
4291;NO2;C55H75NO2;781,579049;4107484;55;75;1;2;0;1,3636;0,0182;0,0364;0
4292;NO2;C56H77NO2;795,595083;2083437;56;77;1;2;0;1,375;0,0179;0,0357;0
4293;NO2;C57H79NO2;809,610761;1924889;57;79;1;2;0;1,386;0,0175;0,0351;0
4294;NO2;C58H81NO2;823,626534;1498125;58;81;1;2;0;1,3966;0,0172;0,0345;0
4295;NO2;C59H83NO2;837,642006;2361021;59;83;1;2;0;1,4068;0,0169;0,0339;0
4296;NO2;C61H87NO2;865,672803;954638;61;87;1;2;0;1,4262;0,0164;0,0328;0
4297;NO2;C62H89NO2;879,688959;2247950;62;89;1;2;0;1,4355;0,0161;0,0323;0
4298;NO2;C63H91NO2;893,704665;1121413;63;91;1;2;0;1,4444;0,0159;0,0317;0
4299;NO2;C64H93NO2;907,7204;952212;64;93;1;2;0;1,4531;0,0156;0,0312;0
4300;NO2;C65H95NO2;921,735965;752476;65;95;1;2;0;1,4615;0,0154;0,0308;0
