Index;Class;Formula;Exp m/z;Total Abund;#C;#H;#N;#O;#S;H/C;N/C;O/C;S/C
987;NO;C44H63NO;621,490302;7344921,89;44;63;1;1;0;1,4318;0,0227;0,0227;0
988;NO;C45H65NO;635,506026;7764381,7;45;65;1;1;0;1,4444;0,0222;0,0222;0
989;NO;C46H67NO;649,52198;9902672,7;46;67;1;1;0;1,4565;0,0217;0,0217;0
990;NO;C47H69NO;663,537448;8583240,85;47;69;1;1;0;1,4681;0,0213;0,0213;0
991;NO;C48H71NO;677,552845;7028566;48;71;1;1;0;1,4792;0,0208;0,0208;0
992;NO;C49H73NO;691,568559;8103122,66;49;73;1;1;0;1,4898;0,0204;0,0204;0
993;NO;C50H75NO;705,584389;9302332,6;50;75;1;1;0;1,5;0,02;0,02;0
994;NO;C51H77NO;719,599864;8602165,6;51;77;1;1;0;1,5098;0,0196;0,0196;0
995;NO;C52H79NO;733,615988;6064589,26;52;79;1;1;0;1,5192;0,0192;0,0192;0
996;NO;C53H81NO;747,631789;5745844,21;53;81;1;1;0;1,5283;0,0189;0,0189;0
997;NO;C54H83NO;761,647178;6013740,04;54;83;1;1;0;1,537;0,0185;0,0185;0
998;NO;C55H85NO;775,66217;5286106;55;85;1;1;0;1,5455;0,0182;0,0182;0
999;NO;C56H87NO;789,678116;4862822,46;56;87;1;1;0;1,5536;0,0179;0,0179;0
1000;NO;C57H89NO;803,694258;4799138;57;89;1;1;0;1,5614;0,0175;0,0175;0
1001;NO;C58H91NO;817,710053;4865147,79;58;91;1;1;0;1,569;0,0172;0,0172;0
1002;NO;C59H93NO;831,72537;4342842,04;59;93;1;1;0;1,5763;0,0169;0,0169;0
1003;NO;C60H95NO;845,74091;3692402;60;95;1;1;0;1,5833;0,0167;0,0167;0
1004;NO;C61H97NO;859,756097;1888711,82;61;97;1;1;0;1,5902;0,0164;0,0164;0
1005;NO;C62H99NO;873,771974;2982162;62;99;1;1;0;1,5968;0,0161;0,0161;0
1006;NO;C63H101NO;887,787463;2610942;63;101;1;1;0;1,6032;0,0159;0,0159;0
1007;NO;C64H103NO;901,80413;928663;64;103;1;1;0;1,6094;0,0156;0,0156;0
1008;NO;C65H105NO;915,819166;1813080,31;65;105;1;1;0;1,6154;0,0154;0,0154;0
1009;NO;C66H107NO;929,83448;1117166,82;66;107;1;1;0;1,6212;0,0152;0,0152;0
1010;NO;C67H109NO;943,85048;1560483;67;109;1;1;0;1,6269;0,0149;0,0149;0
1011;NO;C68H111NO;957,866049;813327;68;111;1;1;0;1,6324;0,0147;0,0147;0
1012;NO;C69H113NO;971,881067;775707;69;113;1;1;0;1,6377;0,0145;0,0145;0
1013;NO;C26H25NO;367,192937;643598;26;25;1;1;0;0,9615;0,0385;0,0385;0
1014;NO;C27H27NO;381,208577;864249;27;27;1;1;0;1;0,037;0,037;0
1015;NO;C28H29NO;395,224354;1460342,08;28;29;1;1;0;1,0357;0,0357;0,0357;0
1016;NO;C29H31NO;409,239926;1999363,61;29;31;1;1;0;1,069;0,0345;0,0345;0
1017;NO;C30H33NO;423,255776;1192765;30;33;1;1;0;1,1;0,0333;0,0333;0
1018;NO;C31H35NO;437,271254;2289592,28;31;35;1;1;0;1,129;0,0323;0,0323;0
1019;NO;C32H37NO;451,286998;3056741,4;32;37;1;1;0;1,1562;0,0312;0,0312;0
1020;NO;C33H39NO;465,302669;3561628,41;33;39;1;1;0;1,1818;0,0303;0,0303;0
1021;NO;C34H41NO;479,31842;3595324;34;41;1;1;0;1,2059;0,0294;0,0294;0
1022;NO;C35H43NO;493,334169;4868049,89;35;43;1;1;0;1,2286;0,0286;0,0286;0
1023;NO;C36H45NO;507,349578;5364790;36;45;1;1;0;1,25;0,0278;0,0278;0
1024;NO;C37H47NO;521,365203;6824055,26;37;47;1;1;0;1,2703;0,027;0,027;0
1025;NO;C38H49NO;535,380914;5667948,31;38;49;1;1;0;1,2895;0,0263;0,0263;0
1026;NO;C39H51NO;549,396553;6154718,1;39;51;1;1;0;1,3077;0,0256;0,0256;0
1027;NO;C40H53NO;563,412044;9297157,36;40;53;1;1;0;1,325;0,025;0,025;0
1028;NO;C41H55NO;577,428043;5776337;41;55;1;1;0;1,3415;0,0244;0,0244;0
1029;NO;C42H57NO;591,443471;6737337,07;42;57;1;1;0;1,3571;0,0238;0,0238;0
1030;NO;C43H59NO;605,458744;9833955;43;59;1;1;0;1,3721;0,0233;0,0233;0
1031;NO;C44H61NO;619,474432;7195227;44;61;1;1;0;1,3864;0,0227;0,0227;0
1032;NO;C45H63NO;633,490306;6767683;45;63;1;1;0;1,4;0,0222;0,0222;0
1033;NO;C46H65NO;647,505929;10244749;46;65;1;1;0;1,413;0,0217;0,0217;0
1034;NO;C47H67NO;661,521598;8566423;47;67;1;1;0;1,4255;0,0213;0,0213;0
1035;NO;C48H69NO;675,537355;8009538,01;48;69;1;1;0;1,4375;0,0208;0,0208;0
1036;NO;C49H71NO;689,552952;8139322,58;49;71;1;1;0;1,449;0,0204;0,0204;0
1037;NO;C50H73NO;703,568926;9028659;50;73;1;1;0;1,46;0,02;0,02;0
1038;NO;C51H75NO;717,584777;8594380,16;51;75;1;1;0;1,4706;0,0196;0,0196;0
1039;NO;C52H77NO;731,600175;7094268;52;77;1;1;0;1,4808;0,0192;0,0192;0
1040;NO;C53H79NO;745,616026;6042738;53;79;1;1;0;1,4906;0,0189;0,0189;0
1041;NO;C54H81NO;759,631404;7862984;54;81;1;1;0;1,5;0,0185;0,0185;0
1042;NO;C55H83NO;773,646991;6642479,57;55;83;1;1;0;1,5091;0,0182;0,0182;0
1043;NO;C56H85NO;787,662444;5515653;56;85;1;1;0;1,5179;0,0179;0,0179;0
1044;NO;C57H87NO;801,67833;5079376,87;57;87;1;1;0;1,5263;0,0175;0,0175;0
1045;NO;C58H89NO;815,694225;4796255;58;89;1;1;0;1,5345;0,0172;0,0172;0
1046;NO;C59H91NO;829,709612;4219504,54;59;91;1;1;0;1,5424;0,0169;0,0169;0
1047;NO;C60H93NO;843,72541;4059915;60;93;1;1;0;1,55;0,0167;0,0167;0
1048;NO;C62H97NO;871,756297;3278282;62;97;1;1;0;1,5645;0,0161;0,0161;0
1049;NO;C63H99NO;885,771987;3036089;63;99;1;1;0;1,5714;0,0159;0,0159;0
1050;NO;C64H101NO;899,787775;2029563,12;64;101;1;1;0;1,5781;0,0156;0,0156;0
1051;NO;C65H103NO;913,803557;2289627,82;65;103;1;1;0;1,5846;0,0154;0,0154;0
1052;NO;C66H105NO;927,819037;2032047,22;66;105;1;1;0;1,5909;0,0152;0,0152;0
1053;NO;C67H107NO;941,834445;980433;67;107;1;1;0;1,597;0,0149;0,0149;0
1054;NO;C68H109NO;955,850536;1702265,24;68;109;1;1;0;1,6029;0,0147;0,0147;0
1055;NO;C69H111NO;969,866678;846499;69;111;1;1;0;1,6087;0,0145;0,0145;0
1056;NO;C26H23NO;365,177313;713351;26;23;1;1;0;0,8846;0,0385;0,0385;0
1057;NO;C27H25NO;379,19294;645250;27;25;1;1;0;0,9259;0,037;0,037;0
1058;NO;C28H27NO;393,208608;900792;28;27;1;1;0;0,9643;0,0357;0,0357;0
1059;NO;C29H29NO;407,224245;1223962;29;29;1;1;0;1;0,0345;0,0345;0
1060;NO;C30H31NO;421,240164;662287;30;31;1;1;0;1,0333;0,0333;0,0333;0
1061;NO;C31H33NO;435,255817;2698616,72;31;33;1;1;0;1,0645;0,0323;0,0323;0
1062;NO;C32H35NO;449,271138;2666452;32;35;1;1;0;1,0938;0,0312;0,0312;0
1063;NO;C33H37NO;463,287026;3065550,21;33;37;1;1;0;1,1212;0,0303;0,0303;0
1064;NO;C34H39NO;477,302617;3220845;34;39;1;1;0;1,1471;0,0294;0,0294;0
1065;NO;C35H41NO;491,318244;3946770;35;41;1;1;0;1,1714;0,0286;0,0286;0
1066;NO;C36H43NO;505,334104;3949762,87;36;43;1;1;0;1,1944;0,0278;0,0278;0
1067;NO;C37H45NO;519,349619;4485124,77;37;45;1;1;0;1,2162;0,027;0,027;0
1068;NO;C38H47NO;533,365539;4079304,78;38;47;1;1;0;1,2368;0,0263;0,0263;0
1069;NO;C39H49NO;547,381055;5004886,77;39;49;1;1;0;1,2564;0,0256;0,0256;0
1070;NO;C40H51NO;561,396587;7762992,56;40;51;1;1;0;1,275;0,025;0,025;0
1071;NO;C41H53NO;575,412347;5703676,44;41;53;1;1;0;1,2927;0,0244;0,0244;0
1072;NO;C42H55NO;589,427423;7819996,98;42;55;1;1;0;1,3095;0,0238;0,0238;0
1073;NO;C43H57NO;603,443309;6182714,34;43;57;1;1;0;1,3256;0,0233;0,0233;0
1074;NO;C44H59NO;617,458714;8040268,08;44;59;1;1;0;1,3409;0,0227;0,0227;0
1075;NO;C45H61NO;631,474608;7358754,88;45;61;1;1;0;1,3556;0,0222;0,0222;0
1076;NO;C46H63NO;645,490091;11321125,35;46;63;1;1;0;1,3696;0,0217;0,0217;0
1077;NO;C47H65NO;659,506149;9029626;47;65;1;1;0;1,383;0,0213;0,0213;0
1078;NO;C48H67NO;673,521804;7387509,92;48;67;1;1;0;1,3958;0,0208;0,0208;0
1079;NO;C49H69NO;687,537333;8314496,08;49;69;1;1;0;1,4082;0,0204;0,0204;0
1080;NO;C50H71NO;701,553062;8409249;50;71;1;1;0;1,42;0,02;0,02;0
1081;NO;C51H73NO;715,568582;8161706;51;73;1;1;0;1,4314;0,0196;0,0196;0
1082;NO;C52H75NO;729,58445;7135074;52;75;1;1;0;1,4423;0,0192;0,0192;0
1083;NO;C53H77NO;743,600237;6057980,1;53;77;1;1;0;1,4528;0,0189;0,0189;0
1084;NO;C54H79NO;757,61605;7020123,64;54;79;1;1;0;1,463;0,0185;0,0185;0
1085;NO;C55H81NO;771,631389;6470384,77;55;81;1;1;0;1,4727;0,0182;0,0182;0
1086;NO;C56H83NO;785,647087;7087252;56;83;1;1;0;1,4821;0,0179;0,0179;0
1087;NO;C57H85NO;799,662852;5142990,1;57;85;1;1;0;1,4912;0,0175;0,0175;0
1088;NO;C58H87NO;813,678783;4089750,04;58;87;1;1;0;1,5;0,0172;0,0172;0
1089;NO;C59H89NO;827,693881;5191858,89;59;89;1;1;0;1,5085;0,0169;0,0169;0
1090;NO;C60H91NO;841,709539;3933495,14;60;91;1;1;0;1,5167;0,0167;0,0167;0
1091;NO;C61H93NO;855,725004;954685;61;93;1;1;0;1,5246;0,0164;0,0164;0
1092;NO;C62H95NO;869,740759;3042837,79;62;95;1;1;0;1,5323;0,0161;0,0161;0
1093;NO;C63H97NO;883,756524;3303406,86;63;97;1;1;0;1,5397;0,0159;0,0159;0
1094;NO;C64H99NO;897,771997;2678891;64;99;1;1;0;1,5469;0,0156;0,0156;0
1095;NO;C65H101NO;911,787625;1674690,72;65;101;1;1;0;1,5538;0,0154;0,0154;0
1096;NO;C66H103NO;925,803575;1536718,49;66;103;1;1;0;1,5606;0,0152;0,0152;0
1097;NO;C67H105NO;939,819784;932743;67;105;1;1;0;1,5672;0,0149;0,0149;0
1098;NO;C68H107NO;953,834725;962252;68;107;1;1;0;1,5735;0,0147;0,0147;0
1099;NO;C69H109NO;967,849974;1270421,94;69;109;1;1;0;1,5797;0,0145;0,0145;0
1100;NO;C28H25NO;391,192987;597664;28;25;1;1;0;0,8929;0,0357;0,0357;0
1101;NO;C29H27NO;405,208701;758354;29;27;1;1;0;0,931;0,0345;0,0345;0
1102;NO;C30H29NO;419,224302;1358422,05;30;29;1;1;0;0,9667;0,0333;0,0333;0
1103;NO;C31H31NO;433,240107;2249751,96;31;31;1;1;0;1;0,0323;0,0323;0
1104;NO;C32H33NO;447,255586;2380200;32;33;1;1;0;1,0312;0,0312;0,0312;0
1105;NO;C33H35NO;461,271445;2018564,3;33;35;1;1;0;1,0606;0,0303;0,0303;0
1106;NO;C34H37NO;475,28679;2766476;34;37;1;1;0;1,0882;0,0294;0,0294;0
1107;NO;C35H39NO;489,302545;2328513,25;35;39;1;1;0;1,1143;0,0286;0,0286;0
1108;NO;C36H41NO;503,318243;3530244;36;41;1;1;0;1,1389;0,0278;0,0278;0
1109;NO;C37H43NO;517,334004;3438656,39;37;43;1;1;0;1,1622;0,027;0,027;0
1110;NO;C38H45NO;531,349453;5654304,52;38;45;1;1;0;1,1842;0,0263;0,0263;0
1111;NO;C39H47NO;545,365464;4730662,1;39;47;1;1;0;1,2051;0,0256;0,0256;0
1112;NO;C40H49NO;559,381144;6040651,9;40;49;1;1;0;1,225;0,025;0,025;0
1113;NO;C41H51NO;573,396497;4637338,9;41;51;1;1;0;1,2439;0,0244;0,0244;0
1114;NO;C42H53NO;587,412073;7246282,48;42;53;1;1;0;1,2619;0,0238;0,0238;0
1115;NO;C43H55NO;601,42776;6679812,09;43;55;1;1;0;1,2791;0,0233;0,0233;0
1116;NO;C44H57NO;615,443382;6908878,86;44;57;1;1;0;1,2955;0,0227;0,0227;0
1117;NO;C45H59NO;629,459028;6457331,78;45;59;1;1;0;1,3111;0,0222;0,0222;0
1118;NO;C46H61NO;643,474871;7541626;46;61;1;1;0;1,3261;0,0217;0,0217;0
1119;NO;C47H63NO;657,49028;9757786,15;47;63;1;1;0;1,3404;0,0213;0,0213;0
1120;NO;C48H65NO;671,506318;6579086;48;65;1;1;0;1,3542;0,0208;0,0208;0
1121;NO;C49H67NO;685,521728;6282970,32;49;67;1;1;0;1,3673;0,0204;0,0204;0
1122;NO;C50H69NO;699,537429;8464383,94;50;69;1;1;0;1,38;0,02;0,02;0
1123;NO;C51H71NO;713,553444;8260110,91;51;71;1;1;0;1,3922;0,0196;0,0196;0
1124;NO;C52H73NO;727,569053;6575716,68;52;73;1;1;0;1,4038;0,0192;0,0192;0
1125;NO;C53H75NO;741,584373;6372751,79;53;75;1;1;0;1,4151;0,0189;0,0189;0
1126;NO;C54H77NO;755,600441;4831325,59;54;77;1;1;0;1,4259;0,0185;0,0185;0
1127;NO;C55H79NO;769,615681;7399518,61;55;79;1;1;0;1,4364;0,0182;0,0182;0
1128;NO;C56H81NO;783,630919;5921328,4;56;81;1;1;0;1,4464;0,0179;0,0179;0
1129;NO;C57H83NO;797,646723;4624858;57;83;1;1;0;1,4561;0,0175;0,0175;0
1130;NO;C58H85NO;811,662815;4625663,13;58;85;1;1;0;1,4655;0,0172;0,0172;0
1131;NO;C59H87NO;825,678609;4004503;59;87;1;1;0;1,4746;0,0169;0,0169;0
1132;NO;C60H89NO;839,693851;4030647,6;60;89;1;1;0;1,4833;0,0167;0,0167;0
1133;NO;C61H91NO;853,70918;2423355,04;61;91;1;1;0;1,4918;0,0164;0,0164;0
1134;NO;C62H93NO;867,72516;3122554,1;62;93;1;1;0;1,5;0,0161;0,0161;0
1135;NO;C63H95NO;881,741168;2765826,81;63;95;1;1;0;1,5079;0,0159;0,0159;0
1136;NO;C64H97NO;895,756317;2129186;64;97;1;1;0;1,5156;0,0156;0,0156;0
1137;NO;C65H99NO;909,772012;2254799;65;99;1;1;0;1,5231;0,0154;0,0154;0
1138;NO;C66H101NO;923,787582;1985401;66;101;1;1;0;1,5303;0,0152;0,0152;0
1139;NO;C67H103NO;937,803331;2111203;67;103;1;1;0;1,5373;0,0149;0,0149;0
1140;NO;C68H105NO;951,818889;1564181,8;68;105;1;1;0;1,5441;0,0147;0,0147;0
1141;NO;C69H107NO;965,834923;1513246,97;69;107;1;1;0;1,5507;0,0145;0,0145;0
1142;NO;C70H109NO;979,850981;720923;70;109;1;1;0;1,5571;0,0143;0,0143;0
1143;NO;C71H111NO;993,865443;845702;71;111;1;1;0;1,5634;0,0141;0,0141;0
1144;NO;C30H27NO;417,208723;1578342,65;30;27;1;1;0;0,9;0,0333;0,0333;0
1145;NO;C31H29NO;431,224483;832572;31;29;1;1;0;0,9355;0,0323;0,0323;0
1146;NO;C32H31NO;445,240107;1684360;32;31;1;1;0;0,9688;0,0312;0,0312;0
1147;NO;C33H33NO;459,255621;1825705,55;33;33;1;1;0;1;0,0303;0,0303;0
1148;NO;C34H35NO;473,271224;1744823;34;35;1;1;0;1,0294;0,0294;0,0294;0
1149;NO;C35H37NO;487,287077;2671489,35;35;37;1;1;0;1,0571;0,0286;0,0286;0
1150;NO;C36H39NO;501,302561;2171497;36;39;1;1;0;1,0833;0,0278;0,0278;0
1151;NO;C37H41NO;515,318517;3579672,07;37;41;1;1;0;1,1081;0,027;0,027;0
1152;NO;C38H43NO;529,3341;4203523;38;43;1;1;0;1,1316;0,0263;0,0263;0
1153;NO;C39H45NO;543,349697;3908924;39;45;1;1;0;1,1538;0,0256;0,0256;0
1154;NO;C40H47NO;557,365261;4739775,39;40;47;1;1;0;1,175;0,025;0,025;0
1155;NO;C41H49NO;571,380676;5084044;41;49;1;1;0;1,1951;0,0244;0,0244;0
1156;NO;C42H51NO;585,396428;4632842,71;42;51;1;1;0;1,2143;0,0238;0,0238;0
1157;NO;C43H53NO;599,412163;5679824;43;53;1;1;0;1,2326;0,0233;0,0233;0
1158;NO;C44H55NO;613,427454;6953095;44;55;1;1;0;1,25;0,0227;0,0227;0
1159;NO;C45H57NO;627,443334;5801784,86;45;57;1;1;0;1,2667;0,0222;0,0222;0
1160;NO;C46H59NO;641,459115;6739437,57;46;59;1;1;0;1,2826;0,0217;0,0217;0
1161;NO;C47H61NO;655,474719;9398684;47;61;1;1;0;1,2979;0,0213;0,0213;0
1162;NO;C48H63NO;669,49036;7015692,69;48;63;1;1;0;1,3125;0,0208;0,0208;0
1163;NO;C49H65NO;683,505393;1846049;49;65;1;1;0;1,3265;0,0204;0,0204;0
1164;NO;C50H67NO;697,522003;8110021,54;50;67;1;1;0;1,34;0,02;0,02;0
1165;NO;C51H69NO;711,537226;8245388;51;69;1;1;0;1,3529;0,0196;0,0196;0
1166;NO;C52H71NO;725,553037;7353247,5;52;71;1;1;0;1,3654;0,0192;0,0192;0
1167;NO;C53H73NO;739,568712;6905719,73;53;73;1;1;0;1,3774;0,0189;0,0189;0
1168;NO;C54H75NO;753,584512;6396809,24;54;75;1;1;0;1,3889;0,0185;0,0185;0
1169;NO;C55H77NO;767,599792;7232016,08;55;77;1;1;0;1,4;0,0182;0,0182;0
1170;NO;C56H79NO;781,61534;6053475,8;56;79;1;1;0;1,4107;0,0179;0,0179;0
1171;NO;C57H81NO;795,631412;5218267;57;81;1;1;0;1,4211;0,0175;0,0175;0
1172;NO;C58H83NO;809,647029;4643619;58;83;1;1;0;1,431;0,0172;0,0172;0
1173;NO;C59H85NO;823,663033;4171114,46;59;85;1;1;0;1,4407;0,0169;0,0169;0
1174;NO;C60H87NO;837,678101;4522682;60;87;1;1;0;1,45;0,0167;0,0167;0
1175;NO;C61H89NO;851,693748;1680227;61;89;1;1;0;1,459;0,0164;0,0164;0
1176;NO;C62H91NO;865,709237;3466221;62;91;1;1;0;1,4677;0,0161;0,0161;0
1177;NO;C63H93NO;879,72547;3000683;63;93;1;1;0;1,4762;0,0159;0,0159;0
1178;NO;C64H95NO;893,740886;2070234;64;95;1;1;0;1,4844;0,0156;0,0156;0
1179;NO;C65H97NO;907,756655;2296165,48;65;97;1;1;0;1,4923;0,0154;0,0154;0
1180;NO;C66H99NO;921,77183;2039882,91;66;99;1;1;0;1,5;0,0152;0,0152;0
1181;NO;C67H101NO;935,787613;1171802,3;67;101;1;1;0;1,5075;0,0149;0,0149;0
1182;NO;C68H103NO;949,803403;1254680;68;103;1;1;0;1,5147;0,0147;0,0147;0
1183;NO;C69H105NO;963,819313;830027;69;105;1;1;0;1,5217;0,0145;0,0145;0
1184;NO;C70H107NO;977,835137;879639;70;107;1;1;0;1,5286;0,0143;0,0143;0
1185;NO;C71H109NO;991,850867;933487;71;109;1;1;0;1,5352;0,0141;0,0141;0
1186;NO;C29H23NO;401,17743;840802;29;23;1;1;0;0,7931;0,0345;0,0345;0
1187;NO;C30H25NO;415,193084;848619;30;25;1;1;0;0,8333;0,0333;0,0333;0
1188;NO;C32H29NO;443,224437;1274126,87;32;29;1;1;0;0,9062;0,0312;0,0312;0
1189;NO;C33H31NO;457,239814;2110545;33;31;1;1;0;0,9394;0,0303;0,0303;0
1190;NO;C34H33NO;471,255765;1572350;34;33;1;1;0;0,9706;0,0294;0,0294;0
1191;NO;C35H35NO;485,271509;1717411;35;35;1;1;0;1;0,0286;0,0286;0
1192;NO;C36H37NO;499,287073;2997194;36;37;1;1;0;1,0278;0,0278;0,0278;0
1193;NO;C37H39NO;513,302489;3804821;37;39;1;1;0;1,0541;0,027;0,027;0
1194;NO;C38H41NO;527,318508;3795747,53;38;41;1;1;0;1,0789;0,0263;0,0263;0
1195;NO;C39H43NO;541,334053;2584411,56;39;43;1;1;0;1,1026;0,0256;0,0256;0
1196;NO;C40H45NO;555,349767;3677894,86;40;45;1;1;0;1,125;0,025;0,025;0
1197;NO;C41H47NO;569,365087;5008823,72;41;47;1;1;0;1,1463;0,0244;0,0244;0
1198;NO;C42H49NO;583,380675;4866529;42;49;1;1;0;1,1667;0,0238;0,0238;0
1199;NO;C43H51NO;597,396551;5392308,24;43;51;1;1;0;1,186;0,0233;0,0233;0
1200;NO;C44H53NO;611,411735;6012890,87;44;53;1;1;0;1,2045;0,0227;0,0227;0
1201;NO;C45H55NO;625,427448;5363100,68;45;55;1;1;0;1,2222;0,0222;0,0222;0
1202;NO;C46H57NO;639,443647;4549000,98;46;57;1;1;0;1,2391;0,0217;0,0217;0
1203;NO;C47H59NO;653,459096;8009178,01;47;59;1;1;0;1,2553;0,0213;0,0213;0
1204;NO;C48H61NO;667,474688;7390253,93;48;61;1;1;0;1,2708;0,0208;0,0208;0
1205;NO;C49H63NO;681,490389;2200795;49;63;1;1;0;1,2857;0,0204;0,0204;0
1206;NO;C50H65NO;695,506373;5839510;50;65;1;1;0;1,3;0,02;0,02;0
1207;NO;C51H67NO;709,522033;6779756;51;67;1;1;0;1,3137;0,0196;0,0196;0
1208;NO;C52H69NO;723,537605;5536411,71;52;69;1;1;0;1,3269;0,0192;0,0192;0
1209;NO;C53H71NO;737,553288;5734103,47;53;71;1;1;0;1,3396;0,0189;0,0189;0
1210;NO;C54H73NO;751,568981;5705444,68;54;73;1;1;0;1,3519;0,0185;0,0185;0
1211;NO;C55H75NO;765,584221;5322178;55;75;1;1;0;1,3636;0,0182;0,0182;0
1212;NO;C56H77NO;779,600115;5389505,02;56;77;1;1;0;1,375;0,0179;0,0179;0
1213;NO;C57H79NO;793,615358;4655351,07;57;79;1;1;0;1,386;0,0175;0,0175;0
1214;NO;C58H81NO;807,631624;3555670;58;81;1;1;0;1,3966;0,0172;0,0172;0
1215;NO;C59H83NO;821,64713;3824720,56;59;83;1;1;0;1,4068;0,0169;0,0169;0
1216;NO;C60H85NO;835,662638;3239619,96;60;85;1;1;0;1,4167;0,0167;0,0167;0
1217;NO;C61H87NO;849,678543;2323751,6;61;87;1;1;0;1,4262;0,0164;0,0164;0
1218;NO;C62H89NO;863,693686;3376089,94;62;89;1;1;0;1,4355;0,0161;0,0161;0
1219;NO;C63H91NO;877,709711;2330441,31;63;91;1;1;0;1,4444;0,0159;0,0159;0
1220;NO;C64H93NO;891,72546;1552480;64;93;1;1;0;1,4531;0,0156;0,0156;0
1221;NO;C65H95NO;905,740644;1896000,28;65;95;1;1;0;1,4615;0,0154;0,0154;0
1222;NO;C66H97NO;919,756489;1641548,13;66;97;1;1;0;1,4697;0,0152;0,0152;0
1223;NO;C67H99NO;933,772318;963770;67;99;1;1;0;1,4776;0,0149;0,0149;0
1224;NO;C68H101NO;947,788098;1999214;68;101;1;1;0;1,4853;0,0147;0,0147;0
1225;NO;C69H103NO;961,803514;816223;69;103;1;1;0;1,4928;0,0145;0,0145;0
1226;NO;C29H21NO;399,161752;540716;29;21;1;1;0;0,7241;0,0345;0,0345;0
1227;NO;C32H27NO;441,208743;535469;32;27;1;1;0;0,8438;0,0312;0,0312;0
1228;NO;C33H29NO;455,224617;612073;33;29;1;1;0;0,8788;0,0303;0,0303;0
1229;NO;C34H31NO;469,23983;2009408,99;34;31;1;1;0;0,9118;0,0294;0,0294;0
1230;NO;C35H33NO;483,255734;1617458;35;33;1;1;0;0,9429;0,0286;0,0286;0
1231;NO;C36H35NO;497,271396;2170705,84;36;35;1;1;0;0,9722;0,0278;0,0278;0
1232;NO;C37H37NO;511,287049;1774305;37;37;1;1;0;1;0,027;0,027;0
1233;NO;C38H39NO;525,302688;3694876;38;39;1;1;0;1,0263;0,0263;0,0263;0
1234;NO;C39H41NO;539,318413;2711376,53;39;41;1;1;0;1,0513;0,0256;0,0256;0
1235;NO;C40H43NO;553,334029;3916859,32;40;43;1;1;0;1,075;0,025;0,025;0
1236;NO;C41H45NO;567,349564;4412699;41;45;1;1;0;1,0976;0,0244;0,0244;0
1237;NO;C42H47NO;581,365327;3371796,51;42;47;1;1;0;1,119;0,0238;0,0238;0
1238;NO;C43H49NO;595,380918;4157894;43;49;1;1;0;1,1395;0,0233;0,0233;0
1239;NO;C44H51NO;609,396192;5167864;44;51;1;1;0;1,1591;0,0227;0,0227;0
1240;NO;C45H53NO;623,4118;4716198;45;53;1;1;0;1,1778;0,0222;0,0222;0
1241;NO;C46H55NO;637,427871;5744551,91;46;55;1;1;0;1,1957;0,0217;0,0217;0
1242;NO;C47H57NO;651,443412;6894994;47;57;1;1;0;1,2128;0,0213;0,0213;0
1243;NO;C48H59NO;665,459339;5481909;48;59;1;1;0;1,2292;0,0208;0,0208;0
1244;NO;C49H61NO;679,474618;4704969;49;61;1;1;0;1,2449;0,0204;0,0204;0
1245;NO;C50H63NO;693,490685;5882926;50;63;1;1;0;1,26;0,02;0,02;0
1246;NO;C51H65NO;707,50625;6158657;51;65;1;1;0;1,2745;0,0196;0,0196;0
1247;NO;C52H67NO;721,521991;4842310,24;52;67;1;1;0;1,2885;0,0192;0,0192;0
1248;NO;C53H69NO;735,537773;4835468,86;53;69;1;1;0;1,3019;0,0189;0,0189;0
1249;NO;C54H71NO;749,553484;4068986,47;54;71;1;1;0;1,3148;0,0185;0,0185;0
1250;NO;C55H73NO;763,56861;4766872;55;73;1;1;0;1,3273;0,0182;0,0182;0
1251;NO;C56H75NO;777,584193;4666680;56;75;1;1;0;1,3393;0,0179;0,0179;0
1252;NO;C57H77NO;791,600013;3570882;57;77;1;1;0;1,3509;0,0175;0,0175;0
1253;NO;C58H79NO;805,615523;3603840;58;79;1;1;0;1,3621;0,0172;0,0172;0
1254;NO;C59H81NO;819,631795;4413095,56;59;81;1;1;0;1,3729;0,0169;0,0169;0
1255;NO;C60H83NO;833,647302;3691716;60;83;1;1;0;1,3833;0,0167;0,0167;0
1256;NO;C61H85NO;847,66258;2416106,87;61;85;1;1;0;1,3934;0,0164;0,0164;0
1257;NO;C62H87NO;861,678213;2424034,29;62;87;1;1;0;1,4032;0,0161;0,0161;0
1258;NO;C63H89NO;875,693999;3340198,98;63;89;1;1;0;1,4127;0,0159;0,0159;0
1259;NO;C64H91NO;889,709392;2298188;64;91;1;1;0;1,4219;0,0156;0,0156;0
1260;NO;C65H93NO;903,725003;899778;65;93;1;1;0;1,4308;0,0154;0,0154;0
1261;NO;C66H95NO;917,741026;1892700,07;66;95;1;1;0;1,4394;0,0152;0,0152;0
1262;NO;C67H97NO;931,756506;1396798,58;67;97;1;1;0;1,4478;0,0149;0,0149;0
1263;NO;C68H99NO;945,772441;1669719,78;68;99;1;1;0;1,4559;0,0147;0,0147;0
1264;NO;C69H101NO;959,787604;1195652,4;69;101;1;1;0;1,4638;0,0145;0,0145;0
1265;NO;C30H21NO;411,161619;495662;30;21;1;1;0;0,7;0,0333;0,0333;0
1266;NO;C31H23NO;425,177499;757266;31;23;1;1;0;0,7419;0,0323;0,0323;0
1267;NO;C33H27NO;453,208887;1096751;33;27;1;1;0;0,8182;0,0303;0,0303;0
